,Tweets,Label,step01,tokens,final_tokens,ProcessedText
38,"Kalau di sini polisinya patroli pakai tuktuk gimana ya, gengs? 🤔

| Narasi Daily https://t.co/HXiBi1tg6L",0,kalau di sini polisinya patroli pakai tuktuk gimana ya gengs narasi daily,"['kalau', 'di', 'sini', 'polisinya', 'patroli', 'pakai', 'tuktuk', 'gimana', 'ya', 'gengs', 'narasi', 'daily']","['kalau', 'di', 'sini', 'polisinya', 'patroli', 'pakai', 'tuktuk', 'gimana', 'ya', 'gengs', 'narasi', 'daily']",kalau di sini polisinya patroli pakai tuktuk gimana ya gengs narasi daily
39,Survei juga bilang polisi dan penyelenggara liga yang paling bertanggung jawab atas tragedi Kanjuruhan. Mau ngeles… https://t.co/2Gvq14ulS6,0,survei juga bilang polisi dan penyelenggara liga yang paling bertanggung jawab atas tragedi kanjuruhan mau ngeles,"['survei', 'juga', 'bilang', 'polisi', 'dan', 'penyelenggara', 'liga', 'yang', 'paling', 'bertanggung', 'jawab', 'atas', 'tragedi', 'kanjuruhan', 'mau', 'ngeles']","['survei', 'juga', 'bilang', 'polisi', 'dan', 'penyelenggara', 'liga', 'yang', 'paling', 'bertanggung', 'jawab', 'atas', 'tragedi', 'kanjuruhan', 'mau', 'ngeles']",survei juga bilang polisi dan penyelenggara liga yang paling bertanggung jawab atas tragedi kanjuruhan mau ngeles
40,"Salah satu tersangka, AKP Irfan widyanto menutup sidang obstruction of justice Rabu (19/10). Pihaknya bakal membawa… https://t.co/u5rV003mWp",0,salah satu tersangka akp irfan widyanto menutup sidang obstruction of justice rabu   pihaknya bakal membawa,"['salah', 'satu', 'tersangka', 'akp', 'irfan', 'widyanto', 'menutup', 'sidang', 'obstruction', 'of', 'justice', 'rabu', 'pihaknya', 'bakal', 'membawa']","['salah', 'satu', 'tersangka', 'akp', 'irfan', 'widyanto', 'menutup', 'sidang', 'obstruction', 'of', 'justice', 'rabu', 'pihaknya', 'bakal', 'membawa']",salah satu tersangka akp irfan widyanto menutup sidang obstruction of justice rabu pihaknya bakal membawa
41,"Jumlah korban gagal ginjal akut yang menyerang balita makin mengkhawatirkan.

Ada tiga zat berbahaya dalam obat sir… https://t.co/AoYQYqPnu4",0,jumlah korban gagal ginjal akut yang menyerang balita makin mengkhawatirkan ada tiga zat berbahaya dalam obat sir,"['jumlah', 'korban', 'gagal', 'ginjal', 'akut', 'yang', 'menyerang', 'balita', 'makin', 'mengkhawatirkan', 'ada', 'tiga', 'zat', 'berbahaya', 'dalam', 'obat', 'sir']","['jumlah', 'korban', 'gagal', 'ginjal', 'akut', 'yang', 'menyerang', 'balita', 'makin', 'mengkhawatirkan', 'ada', 'tiga', 'zat', 'berbahaya', 'dalam', 'obat', 'sir']",jumlah korban gagal ginjal akut yang menyerang balita makin mengkhawatirkan ada tiga zat berbahaya dalam obat sir
42,"Serem banget drone ‘Kamikaze’ Rusia, sekali mengunci target bakal sulit lepas 😮 

| Tech It Easy https://t.co/rTx3LrbvZj",0,serem banget drone kamikaze rusia sekali mengunci target bakal sulit lepas tech it easy,"['serem', 'banget', 'drone', 'kamikaze', 'rusia', 'sekali', 'mengunci', 'target', 'bakal', 'sulit', 'lepas', 'tech', 'it', 'easy']","['serem', 'banget', 'drone', 'kamikaze', 'rusia', 'sekali', 'mengunci', 'target', 'bakal', 'sulit', 'lepas', 'tech', 'it', 'easy']",serem banget drone kamikaze rusia sekali mengunci target bakal sulit lepas tech it easy
43,Aturan ini diprotes banyak pihak karena dinilai mengekang kebebasan berekspresi. Ada juga kekhawatiran soal impleme… https://t.co/ugLGfhEsHT,0,aturan ini diprotes banyak pihak karena dinilai mengekang kebebasan berekspresi ada juga kekhawatiran soal impleme,"['aturan', 'ini', 'diprotes', 'banyak', 'pihak', 'karena', 'dinilai', 'mengekang', 'kebebasan', 'berekspresi', 'ada', 'juga', 'kekhawatiran', 'soal', 'impleme']","['aturan', 'ini', 'diprotes', 'banyak', 'pihak', 'karena', 'dinilai', 'mengekang', 'kebebasan', 'berekspresi', 'ada', 'juga', 'kekhawatiran', 'soal', 'impleme']",aturan ini diprotes banyak pihak karena dinilai mengekang kebebasan berekspresi ada juga kekhawatiran soal impleme
44,Kemenkes melaporkan total kumulatif kasus gangguan ginjal akut progresif atipikal di Indonesia mencapai 206 orang.… https://t.co/FG8fcRGWdu,0,kemenkes melaporkan total kumulatif kasus gangguan ginjal akut progresif atipikal di indonesia mencapai   orang,"['kemenkes', 'melaporkan', 'total', 'kumulatif', 'kasus', 'gangguan', 'ginjal', 'akut', 'progresif', 'atipikal', 'di', 'indonesia', 'mencapai', 'orang']","['kemenkes', 'melaporkan', 'total', 'kumulatif', 'kasus', 'gangguan', 'ginjal', 'akut', 'progresif', 'atipikal', 'di', 'indonesia', 'mencapai', 'orang']",kemenkes melaporkan total kumulatif kasus gangguan ginjal akut progresif atipikal di indonesia mencapai orang
45,"Australia tadinya mengakui Yerusalem sebagai ibu kota Israel, sekarang balik mengakui kalau ibu kota Israel itu Tel… https://t.co/poRVeYm0L9",1,australia tadinya mengakui yerusalem sebagai ibu kota israel sekarang balik mengakui kalau ibu kota israel itu tel,"['australia', 'tadinya', 'mengakui', 'yerusalem', 'sebagai', 'ibu', 'kota', 'israel', 'sekarang', 'balik', 'mengakui', 'kalau', 'ibu', 'kota', 'israel', 'itu', 'tel']","['australia', 'tadinya', 'mengakui', 'yerusalem', 'sebagai', 'ibu', 'kota', 'israel', 'sekarang', 'balik', 'mengakui', 'kalau', 'ibu', 'kota', 'israel', 'itu', 'tel']",australia tadinya mengakui yerusalem sebagai ibu kota israel sekarang balik mengakui kalau ibu kota israel itu tel
46,"Masih ada aja ya guru aniaya murid di sekolah, padahal harusnya tuh tahu kalo itu melanggar hukum. 🤦🏼

| Narasi Dai… https://t.co/BbkmDkB3Om",0,masih ada aja ya guru aniaya murid di sekolah padahal harusnya tuh tahu kalo itu melanggar hukum narasi dai,"['masih', 'ada', 'aja', 'ya', 'guru', 'aniaya', 'murid', 'di', 'sekolah', 'padahal', 'harusnya', 'tuh', 'tahu', 'kalo', 'itu', 'melanggar', 'hukum', 'narasi', 'dai']","['masih', 'ada', 'aja', 'ya', 'guru', 'aniaya', 'murid', 'di', 'sekolah', 'padahal', 'harusnya', 'tuh', 'tahu', 'kalo', 'itu', 'melanggar', 'hukum', 'narasi', 'dai']",masih ada aja ya guru aniaya murid di sekolah padahal harusnya tuh tahu kalo itu melanggar hukum narasi dai
47,"Ferdy Sambo menegaskan “pastikan semua sudah bersih”. 

Ckckck semudah itu memusnahkan barang bukti 😟
https://t.co/XG033FgsRW",1,ferdy sambo menegaskan pastikan semua sudah bersih ckckck semudah itu memusnahkan barang bukti,"['ferdy', 'sambo', 'menegaskan', 'pastikan', 'semua', 'sudah', 'bersih', 'ckckck', 'semudah', 'itu', 'memusnahkan', 'barang', 'bukti']","['ferdy', 'sambo', 'menegaskan', 'pastikan', 'semua', 'sudah', 'bersih', 'ckckck', 'semudah', 'itu', 'memusnahkan', 'barang', 'bukti']",ferdy sambo menegaskan pastikan semua sudah bersih ckckck semudah itu memusnahkan barang bukti
48,"Segitu banyak video yang beredar di media sosial kurang ya? 🙄
 
Tonton #NarasiPagi di https://t.co/rZFjt9WZDr | Nar… https://t.co/bdHvyHQrzr",0,segitu banyak video yang beredar di media sosial kurang ya tonton di nar,"['segitu', 'banyak', 'video', 'yang', 'beredar', 'di', 'media', 'sosial', 'kurang', 'ya', 'tonton', 'di', 'nar']","['segitu', 'banyak', 'video', 'yang', 'beredar', 'di', 'media', 'sosial', 'kurang', 'ya', 'tonton', 'di', 'nar']",segitu banyak video yang beredar di media sosial kurang ya tonton di nar
49,Padahal banyak banget rekaman video di media sosial yang nunjukkin beberapa tembakan gas air mata diarahkan ke trib… https://t.co/3gbb6pGxWJ,0,padahal banyak banget rekaman video di media sosial yang nunjukkin beberapa tembakan gas air mata diarahkan ke trib,"['padahal', 'banyak', 'banget', 'rekaman', 'video', 'di', 'media', 'sosial', 'yang', 'nunjukkin', 'beberapa', 'tembakan', 'gas', 'air', 'mata', 'diarahkan', 'ke', 'trib']","['padahal', 'banyak', 'banget', 'rekaman', 'video', 'di', 'media', 'sosial', 'yang', 'nunjukkin', 'beberapa', 'tembakan', 'gas', 'air', 'mata', 'diarahkan', 'ke', 'trib']",padahal banyak banget rekaman video di media sosial yang nunjukkin beberapa tembakan gas air mata diarahkan ke trib
50,"Dalam surat dakwaan, amplop berisi uang Rp1 miliar itu udah dikasih ke Bharada Eliezer tapi akhirnya diambil lagi o… https://t.co/2bYMS4o65b",1,dalam surat dakwaan amplop berisi uang rp miliar itu udah dikasih ke bharada eliezer tapi akhirnya diambil lagi,"['dalam', 'surat', 'dakwaan', 'amplop', 'berisi', 'uang', 'rp', 'miliar', 'itu', 'udah', 'dikasih', 'ke', 'bharada', 'eliezer', 'tapi', 'akhirnya', 'diambil', 'lagi']","['dalam', 'surat', 'dakwaan', 'amplop', 'berisi', 'uang', 'rp', 'miliar', 'itu', 'udah', 'dikasih', 'ke', 'bharada', 'eliezer', 'tapi', 'akhirnya', 'diambil', 'lagi']",dalam surat dakwaan amplop berisi uang rp miliar itu udah dikasih ke bharada eliezer tapi akhirnya diambil lagi
51,"Dalam sidang obstruction of justice hari ini, pengacara dari Hendra Kurniawan juga tak mengajukan eksepsi atas dakw… https://t.co/F0ucQD2fMs",1,dalam sidang obstruction of justice hari ini pengacara dari hendra kurniawan juga tak mengajukan eksepsi atas dakw,"['dalam', 'sidang', 'obstruction', 'of', 'justice', 'hari', 'ini', 'pengacara', 'dari', 'hendra', 'kurniawan', 'juga', 'tak', 'mengajukan', 'eksepsi', 'atas', 'dakw']","['dalam', 'sidang', 'obstruction', 'of', 'justice', 'hari', 'ini', 'pengacara', 'dari', 'hendra', 'kurniawan', 'juga', 'tak', 'mengajukan', 'eksepsi', 'atas', 'dakw']",dalam sidang obstruction of justice hari ini pengacara dari hendra kurniawan juga tak mengajukan eksepsi atas dakw
52,"Api baru padam sekitar pukul 18.00 WIB dan dalam proses pendinginan. Dalam kebakaran ini, sejumlah 21 unit mobil pe… https://t.co/UIpmCEgyGI",0,api baru padam sekitar pukul     wib dan dalam proses pendinginan dalam kebakaran ini sejumlah   unit mobil pe,"['api', 'baru', 'padam', 'sekitar', 'pukul', 'wib', 'dan', 'dalam', 'proses', 'pendinginan', 'dalam', 'kebakaran', 'ini', 'sejumlah', 'unit', 'mobil', 'pe']","['api', 'baru', 'padam', 'sekitar', 'pukul', 'wib', 'dan', 'dalam', 'proses', 'pendinginan', 'dalam', 'kebakaran', 'ini', 'sejumlah', 'unit', 'mobil', 'pe']",api baru padam sekitar pukul wib dan dalam proses pendinginan dalam kebakaran ini sejumlah unit mobil pe
53,Kebakaran ini bermula ketika pekerja bangunan merenovasi kubah masjid. Pekerja bangunan melelehkan membran water-pr… https://t.co/ujwSOwkgiS,0,kebakaran ini bermula ketika pekerja bangunan merenovasi kubah masjid pekerja bangunan melelehkan membran water pr,"['kebakaran', 'ini', 'bermula', 'ketika', 'pekerja', 'bangunan', 'merenovasi', 'kubah', 'masjid', 'pekerja', 'bangunan', 'melelehkan', 'membran', 'water', 'pr']","['kebakaran', 'ini', 'bermula', 'ketika', 'pekerja', 'bangunan', 'merenovasi', 'kubah', 'masjid', 'pekerja', 'bangunan', 'melelehkan', 'membran', 'water', 'pr']",kebakaran ini bermula ketika pekerja bangunan merenovasi kubah masjid pekerja bangunan melelehkan membran water pr
54,"Kubah Masjid Jakarta Islamic Center, Koja, Jakarta Utara hangus terbakar pada Rabu (19/10/2022). Kobaran api mulai… https://t.co/FwS1LEjld0",0,kubah masjid jakarta islamic center koja jakarta utara hangus terbakar pada rabu   kobaran api mulai,"['kubah', 'masjid', 'jakarta', 'islamic', 'center', 'koja', 'jakarta', 'utara', 'hangus', 'terbakar', 'pada', 'rabu', 'kobaran', 'api', 'mulai']","['kubah', 'masjid', 'jakarta', 'islamic', 'center', 'koja', 'jakarta', 'utara', 'hangus', 'terbakar', 'pada', 'rabu', 'kobaran', 'api', 'mulai']",kubah masjid jakarta islamic center koja jakarta utara hangus terbakar pada rabu kobaran api mulai
55,"Gimana nih menurutmu? Bakal efektif enggak penggunaan drone untuk tilang? 

Reply dong di bawah 👇

| Tech It Easy https://t.co/oZzAMGMW6d",0,gimana nih menurutmu bakal efektif enggak penggunaan drone untuk tilang reply dong di bawah tech it easy,"['gimana', 'nih', 'menurutmu', 'bakal', 'efektif', 'enggak', 'penggunaan', 'drone', 'untuk', 'tilang', 'reply', 'dong', 'di', 'bawah', 'tech', 'it', 'easy']","['gimana', 'nih', 'menurutmu', 'bakal', 'efektif', 'enggak', 'penggunaan', 'drone', 'untuk', 'tilang', 'reply', 'dong', 'di', 'bawah', 'tech', 'it', 'easy']",gimana nih menurutmu bakal efektif enggak penggunaan drone untuk tilang reply dong di bawah tech it easy
56,Pesawat tempur Rusia yang lagi latihan terbang jatuh dan terbakar di daerah pemukiman. Kobaran apinya besar banget… https://t.co/a6459D5c1o,0,pesawat tempur rusia yang lagi latihan terbang jatuh dan terbakar di daerah pemukiman kobaran apinya besar banget,"['pesawat', 'tempur', 'rusia', 'yang', 'lagi', 'latihan', 'terbang', 'jatuh', 'dan', 'terbakar', 'di', 'daerah', 'pemukiman', 'kobaran', 'apinya', 'besar', 'banget']","['pesawat', 'tempur', 'rusia', 'yang', 'lagi', 'latihan', 'terbang', 'jatuh', 'dan', 'terbakar', 'di', 'daerah', 'pemukiman', 'kobaran', 'apinya', 'besar', 'banget']",pesawat tempur rusia yang lagi latihan terbang jatuh dan terbakar di daerah pemukiman kobaran apinya besar banget
57,"Semoga makin gencar deh transisi ke energi terbarukan, apalagi buat memenuhi kebutuhan listrik lokal.

Menurutmu gi… https://t.co/tdNeoq5PDR",0,semoga makin gencar deh transisi ke energi terbarukan apalagi buat memenuhi kebutuhan listrik lokal menurutmu gi,"['semoga', 'makin', 'gencar', 'deh', 'transisi', 'ke', 'energi', 'terbarukan', 'apalagi', 'buat', 'memenuhi', 'kebutuhan', 'listrik', 'lokal', 'menurutmu', 'gi']","['semoga', 'makin', 'gencar', 'deh', 'transisi', 'ke', 'energi', 'terbarukan', 'apalagi', 'buat', 'memenuhi', 'kebutuhan', 'listrik', 'lokal', 'menurutmu', 'gi']",semoga makin gencar deh transisi ke energi terbarukan apalagi buat memenuhi kebutuhan listrik lokal menurutmu gi
58,"Polda Jawa Timur bilang autopsi korban Kanjuruhan batal karena keluarga tidak berekenan. 

https://t.co/JMyKN9bVGT",0,polda jawa timur bilang autopsi korban kanjuruhan batal karena keluarga tidak berekenan,"['polda', 'jawa', 'timur', 'bilang', 'autopsi', 'korban', 'kanjuruhan', 'batal', 'karena', 'keluarga', 'tidak', 'berekenan']","['polda', 'jawa', 'timur', 'bilang', 'autopsi', 'korban', 'kanjuruhan', 'batal', 'karena', 'keluarga', 'tidak', 'berekenan']",polda jawa timur bilang autopsi korban kanjuruhan batal karena keluarga tidak berekenan
59,"Selain di Jabodetabek, banjir dan longsor di Bali juga memakan korban saking parahnya 😭😭

Banjir di mana-mana 😢 | N… https://t.co/dORuiAB7kp",0,selain di jabodetabek banjir dan longsor di bali juga memakan korban saking parahnya banjir di mana mana,"['selain', 'di', 'jabodetabek', 'banjir', 'dan', 'longsor', 'di', 'bali', 'juga', 'memakan', 'korban', 'saking', 'parahnya', 'banjir', 'di', 'mana', 'mana']","['selain', 'di', 'jabodetabek', 'banjir', 'dan', 'longsor', 'di', 'bali', 'juga', 'memakan', 'korban', 'saking', 'parahnya', 'banjir', 'di', 'mana', 'mana']",selain di jabodetabek banjir dan longsor di bali juga memakan korban saking parahnya banjir di mana mana
60,"Lindungi korban ❌
Lindungi tersangka ✅

https://t.co/zrbQxKB3Pi",1,lindungi korban lindungi tersangka,"['lindungi', 'korban', 'lindungi', 'tersangka']","['lindungi', 'korban', 'lindungi', 'tersangka']",lindungi korban lindungi tersangka
61,"Pihak Bechi bilang, tuntutan 16 tahun penjara itu hal yang sadis dan enggak sesuai sama fakta sidang. 

| Narasi Da… https://t.co/6U8gA4KLYe",1,pihak bechi bilang tuntutan   tahun penjara itu hal yang sadis dan enggak sesuai sama fakta sidang narasi da,"['pihak', 'bechi', 'bilang', 'tuntutan', 'tahun', 'penjara', 'itu', 'hal', 'yang', 'sadis', 'dan', 'enggak', 'sesuai', 'sama', 'fakta', 'sidang', 'narasi', 'da']","['pihak', 'bechi', 'bilang', 'tuntutan', 'tahun', 'penjara', 'itu', 'hal', 'yang', 'sadis', 'dan', 'enggak', 'sesuai', 'sama', 'fakta', 'sidang', 'narasi', 'da']",pihak bechi bilang tuntutan tahun penjara itu hal yang sadis dan enggak sesuai sama fakta sidang narasi da
62,"“Dalam arahannya FIFA akan mendukung PSSI. Bersama dengan pemerintah, FIFA, dan PSSI akan bekerja sama untuk pemben… https://t.co/RjT5IK6WTr",0,dalam arahannya fifa akan mendukung pssi bersama dengan pemerintah fifa dan pssi akan bekerja sama untuk pemben,"['dalam', 'arahannya', 'fifa', 'akan', 'mendukung', 'pssi', 'bersama', 'dengan', 'pemerintah', 'fifa', 'dan', 'pssi', 'akan', 'bekerja', 'sama', 'untuk', 'pemben']","['dalam', 'arahannya', 'fifa', 'akan', 'mendukung', 'pssi', 'bersama', 'dengan', 'pemerintah', 'fifa', 'dan', 'pssi', 'akan', 'bekerja', 'sama', 'untuk', 'pemben']",dalam arahannya fifa akan mendukung pssi bersama dengan pemerintah fifa dan pssi akan bekerja sama untuk pemben
63,"Kemarin, Iwan Bule enggak bisa datang memenuhi panggilan penyidik Polda Jawa Timur. Alasannya, Iwan menghadiri sebu… https://t.co/Qn2MuaALyQ",0,kemarin iwan bule enggak bisa datang memenuhi panggilan penyidik polda jawa timur alasannya iwan menghadiri sebu,"['kemarin', 'iwan', 'bule', 'enggak', 'bisa', 'datang', 'memenuhi', 'panggilan', 'penyidik', 'polda', 'jawa', 'timur', 'alasannya', 'iwan', 'menghadiri', 'sebu']","['kemarin', 'iwan', 'bule', 'enggak', 'bisa', 'datang', 'memenuhi', 'panggilan', 'penyidik', 'polda', 'jawa', 'timur', 'alasannya', 'iwan', 'menghadiri', 'sebu']",kemarin iwan bule enggak bisa datang memenuhi panggilan penyidik polda jawa timur alasannya iwan menghadiri sebu
64,"""Yang berhak meminta KLB itu anggota PSSI, para voter. Pemerintah tidak bisa mencampuri hal itu,"" ujar Anggota Komi… https://t.co/3hRUzlanfR",0,yang berhak meminta klb itu anggota pssi para voter pemerintah tidak bisa mencampuri hal itu ujar anggota komi,"['yang', 'berhak', 'meminta', 'klb', 'itu', 'anggota', 'pssi', 'para', 'voter', 'pemerintah', 'tidak', 'bisa', 'mencampuri', 'hal', 'itu', 'ujar', 'anggota', 'komi']","['yang', 'berhak', 'meminta', 'klb', 'itu', 'anggota', 'pssi', 'para', 'voter', 'pemerintah', 'tidak', 'bisa', 'mencampuri', 'hal', 'itu', 'ujar', 'anggota', 'komi']",yang berhak meminta klb itu anggota pssi para voter pemerintah tidak bisa mencampuri hal itu ujar anggota komi
65,"Langkah ini berarti menganulir kebijakan mantan perdana menteri Australia Scott Morrison pada 2018 silam. Sekarang,… https://t.co/eEr5EzEZE3",1,langkah ini berarti menganulir kebijakan mantan perdana menteri australia scott morrison pada   silam sekarang,"['langkah', 'ini', 'berarti', 'menganulir', 'kebijakan', 'mantan', 'perdana', 'menteri', 'australia', 'scott', 'morrison', 'pada', 'silam', 'sekarang']","['langkah', 'ini', 'berarti', 'menganulir', 'kebijakan', 'mantan', 'perdana', 'menteri', 'australia', 'scott', 'morrison', 'pada', 'silam', 'sekarang']",langkah ini berarti menganulir kebijakan mantan perdana menteri australia scott morrison pada silam sekarang
66,"Bisa-bisanya lagi suasana duka, korban Kanjuruhan berjatuhan, tapi Ketua Umum PSSI dan Presiden FIFA malah main bol… https://t.co/zhUa4IoHvH",0,bisa bisanya lagi suasana duka korban kanjuruhan berjatuhan tapi ketua umum pssi dan presiden fifa malah main bol,"['bisa', 'bisanya', 'lagi', 'suasana', 'duka', 'korban', 'kanjuruhan', 'berjatuhan', 'tapi', 'ketua', 'umum', 'pssi', 'dan', 'presiden', 'fifa', 'malah', 'main', 'bol']","['bisa', 'bisanya', 'lagi', 'suasana', 'duka', 'korban', 'kanjuruhan', 'berjatuhan', 'tapi', 'ketua', 'umum', 'pssi', 'dan', 'presiden', 'fifa', 'malah', 'main', 'bol']",bisa bisanya lagi suasana duka korban kanjuruhan berjatuhan tapi ketua umum pssi dan presiden fifa malah main bol
67,"PSSI enggak diajak Pak Jokowi ngobrol bareng FIFA di Istana. 

Alasannya ini👇🏻

https://t.co/MzgtsvVA8l",1,pssi enggak diajak pak jokowi ngobrol bareng fifa di istana alasannya ini,"['pssi', 'enggak', 'diajak', 'pak', 'jokowi', 'ngobrol', 'bareng', 'fifa', 'di', 'istana', 'alasannya', 'ini']","['pssi', 'enggak', 'diajak', 'pak', 'jokowi', 'ngobrol', 'bareng', 'fifa', 'di', 'istana', 'alasannya', 'ini']",pssi enggak diajak pak jokowi ngobrol bareng fifa di istana alasannya ini
68,"Enam tersangka lain selain Hendra adalah Ferdy Sambo (sudah dipecat dari anggota Polri), Komisaris Besar Agus Nur P… https://t.co/DPWniR0FiL",1,enam tersangka lain selain hendra adalah ferdy sambo sudah dipecat dari anggota polri komisaris besar agus nur,"['enam', 'tersangka', 'lain', 'selain', 'hendra', 'adalah', 'ferdy', 'sambo', 'sudah', 'dipecat', 'dari', 'anggota', 'polri', 'komisaris', 'besar', 'agus', 'nur']","['enam', 'tersangka', 'lain', 'selain', 'hendra', 'adalah', 'ferdy', 'sambo', 'sudah', 'dipecat', 'dari', 'anggota', 'polri', 'komisaris', 'besar', 'agus', 'nur']",enam tersangka lain selain hendra adalah ferdy sambo sudah dipecat dari anggota polri komisaris besar agus nur
69,Hendra Kurniawan adalah salah satu dari tujuh tersangka obstruction of justice kasus pembunuhan Brigadir J. Dia dic… https://t.co/Bbyy4Iusw3,1,hendra kurniawan adalah salah satu dari tujuh tersangka obstruction of justice kasus pembunuhan brigadir dia dic,"['hendra', 'kurniawan', 'adalah', 'salah', 'satu', 'dari', 'tujuh', 'tersangka', 'obstruction', 'of', 'justice', 'kasus', 'pembunuhan', 'brigadir', 'dia', 'dic']","['hendra', 'kurniawan', 'adalah', 'salah', 'satu', 'dari', 'tujuh', 'tersangka', 'obstruction', 'of', 'justice', 'kasus', 'pembunuhan', 'brigadir', 'dia', 'dic']",hendra kurniawan adalah salah satu dari tujuh tersangka obstruction of justice kasus pembunuhan brigadir dia dic
70,Pejabat Humas PN Jaksel Djuyamto bilang sidang akan dibagi menjadi dua sesi dengan dua majelis hakim. Sesi pertama… https://t.co/g235HqVj37,1,pejabat humas pn jaksel djuyamto bilang sidang akan dibagi menjadi dua sesi dengan dua majelis hakim sesi pertama,"['pejabat', 'humas', 'pn', 'jaksel', 'djuyamto', 'bilang', 'sidang', 'akan', 'dibagi', 'menjadi', 'dua', 'sesi', 'dengan', 'dua', 'majelis', 'hakim', 'sesi', 'pertama']","['pejabat', 'humas', 'pn', 'jaksel', 'djuyamto', 'bilang', 'sidang', 'akan', 'dibagi', 'menjadi', 'dua', 'sesi', 'dengan', 'dua', 'majelis', 'hakim', 'sesi', 'pertama']",pejabat humas pn jaksel djuyamto bilang sidang akan dibagi menjadi dua sesi dengan dua majelis hakim sesi pertama
71,Pengadilan Negeri (PN) Jakarta Selatan memulai sidang perdana kasus obstruction of justice atau perintangan proses… https://t.co/WhdCr1Qb4c,1,pengadilan negeri pn jakarta selatan memulai sidang perdana kasus obstruction of justice atau perintangan proses,"['pengadilan', 'negeri', 'pn', 'jakarta', 'selatan', 'memulai', 'sidang', 'perdana', 'kasus', 'obstruction', 'of', 'justice', 'atau', 'perintangan', 'proses']","['pengadilan', 'negeri', 'pn', 'jakarta', 'selatan', 'memulai', 'sidang', 'perdana', 'kasus', 'obstruction', 'of', 'justice', 'atau', 'perintangan', 'proses']",pengadilan negeri pn jakarta selatan memulai sidang perdana kasus obstruction of justice atau perintangan proses
72,"Alasaannya, Iwan Bule masih ada agenda lain. Semoga enggak ditunda lagi deh pemeriksaannya, korbannya udah bertamba… https://t.co/8XEAFrp3zs",1,alasaannya iwan bule masih ada agenda lain semoga enggak ditunda lagi deh pemeriksaannya korbannya udah bertamba,"['alasaannya', 'iwan', 'bule', 'masih', 'ada', 'agenda', 'lain', 'semoga', 'enggak', 'ditunda', 'lagi', 'deh', 'pemeriksaannya', 'korbannya', 'udah', 'bertamba']","['alasaannya', 'iwan', 'bule', 'masih', 'ada', 'agenda', 'lain', 'semoga', 'enggak', 'ditunda', 'lagi', 'deh', 'pemeriksaannya', 'korbannya', 'udah', 'bertamba']",alasaannya iwan bule masih ada agenda lain semoga enggak ditunda lagi deh pemeriksaannya korbannya udah bertamba
73,Kenapa saat itu Putri minta Brigadir Yosua resign? Bukankah Polri bisa saja memecat kalo memang terbukti melanggar… https://t.co/KwZ2HCqywJ,1,kenapa saat itu putri minta brigadir yosua resign bukankah polri bisa saja memecat kalo memang terbukti melanggar,"['kenapa', 'saat', 'itu', 'putri', 'minta', 'brigadir', 'yosua', 'resign', 'bukankah', 'polri', 'bisa', 'saja', 'memecat', 'kalo', 'memang', 'terbukti', 'melanggar']","['kenapa', 'saat', 'itu', 'putri', 'minta', 'brigadir', 'yosua', 'resign', 'bukankah', 'polri', 'bisa', 'saja', 'memecat', 'kalo', 'memang', 'terbukti', 'melanggar']",kenapa saat itu putri minta brigadir yosua resign bukankah polri bisa saja memecat kalo memang terbukti melanggar
74,"Kok langsung minta bebas🤦🏼

Menurut pakar, kalo eksepsi Ferdy Sambo diterima tuh artinya bakal dibuat dakwaan yang… https://t.co/XfsPtcO8KK",1,kok langsung minta bebas menurut pakar kalo eksepsi ferdy sambo diterima tuh artinya bakal dibuat dakwaan yang,"['kok', 'langsung', 'minta', 'bebas', 'menurut', 'pakar', 'kalo', 'eksepsi', 'ferdy', 'sambo', 'diterima', 'tuh', 'artinya', 'bakal', 'dibuat', 'dakwaan', 'yang']","['kok', 'langsung', 'minta', 'bebas', 'menurut', 'pakar', 'kalo', 'eksepsi', 'ferdy', 'sambo', 'diterima', 'tuh', 'artinya', 'bakal', 'dibuat', 'dakwaan', 'yang']",kok langsung minta bebas menurut pakar kalo eksepsi ferdy sambo diterima tuh artinya bakal dibuat dakwaan yang
75,"Daripada cuci uang mending cuci baju sono udah numpuk noh hadeh~

| Buka Data https://t.co/AxmVcgY51N",1,daripada cuci uang mending cuci baju sono udah numpuk noh hadeh buka data,"['daripada', 'cuci', 'uang', 'mending', 'cuci', 'baju', 'sono', 'udah', 'numpuk', 'noh', 'hadeh', 'buka', 'data']","['daripada', 'cuci', 'uang', 'mending', 'cuci', 'baju', 'sono', 'udah', 'numpuk', 'noh', 'hadeh', 'buka', 'data']",daripada cuci uang mending cuci baju sono udah numpuk noh hadeh buka data
76,"Sedangkan dari segi alinyemen jalan yang juga diinvestigasi, KNKT menyebut geometrk Jalan Transyogi masih sesuai re… https://t.co/O4PzrFD9SF",0,sedangkan dari segi alinyemen jalan yang juga diinvestigasi knkt menyebut geometrk jalan transyogi masih sesuai re,"['sedangkan', 'dari', 'segi', 'alinyemen', 'jalan', 'yang', 'juga', 'diinvestigasi', 'knkt', 'menyebut', 'geometrk', 'jalan', 'transyogi', 'masih', 'sesuai', 're']","['sedangkan', 'dari', 'segi', 'alinyemen', 'jalan', 'yang', 'juga', 'diinvestigasi', 'knkt', 'menyebut', 'geometrk', 'jalan', 'transyogi', 'masih', 'sesuai', 're']",sedangkan dari segi alinyemen jalan yang juga diinvestigasi knkt menyebut geometrk jalan transyogi masih sesuai re
