,Unnamed: 0,Tweets,Label,step01,tokens,final_tokens,step02,finalText_str,ProcessedText
30,30,"Setelah ditunda karena ((fun football)), Iwan Bule akhirnya diperiksa nih~

Apa aja materinya? Coba deh simak di ar… https://t.co/u18c1kuP2D",0,setelah ditunda karena fun football iwan bule akhirnya diperiksa nih apa aja materinya coba deh simak di ar,"['setelah', 'ditunda', 'karena', 'fun', 'football', 'iwan', 'bule', 'akhirnya', 'diperiksa', 'nih', 'apa', 'aja', 'materinya', 'coba', 'deh', 'simak', 'di', 'ar']","['setelah', 'ditunda', 'karena', 'fun', 'football', 'iwan', 'bule', 'akhirnya', 'diperiksa', 'nih', 'apa', 'aja', 'materinya', 'coba', 'deh', 'simak', 'di', 'ar']",setelah ditunda karena fun football iwan bule akhirnya diperiksa nih apa aja materinya coba deh simak di ar,setelah ditunda karena fun football iwan bule akhirnya diperiksa nih apa aja materinya coba deh simak di ar,tunda fun football iwan bule akhir periksa nih apa aja materi coba deh simak ar
31,31,"Masa harus ditunda-tunda lagi seh heu~

| Narasi Daily https://t.co/OQMLHj8yB9",0,masa harus ditunda tunda lagi seh heu narasi daily,"['masa', 'harus', 'ditunda', 'tunda', 'lagi', 'seh', 'heu', 'narasi', 'daily']","['masa', 'harus', 'ditunda', 'tunda', 'lagi', 'seh', 'heu', 'narasi', 'daily']",masa harus ditunda tunda lagi seh heu narasi daily,masa harus ditunda tunda lagi seh heu narasi daily,masa tunda tunda seh heu narasi daily
32,32,Padahal yang kubutuhkan cuma realitas hidup indahku bersamanya. Kira-kira VR Quest Pro ini bisa bantu mewujudkan ng… https://t.co/7QqR36r3fk,0,padahal yang kubutuhkan cuma realitas hidup indahku bersamanya kira kira vr quest pro ini bisa bantu mewujudkan ng,"['padahal', 'yang', 'kubutuhkan', 'cuma', 'realitas', 'hidup', 'indahku', 'bersamanya', 'kira', 'kira', 'vr', 'quest', 'pro', 'ini', 'bisa', 'bantu', 'mewujudkan', 'ng']","['padahal', 'yang', 'kubutuhkan', 'cuma', 'realitas', 'hidup', 'indahku', 'bersamanya', 'kira', 'kira', 'vr', 'quest', 'pro', 'ini', 'bisa', 'bantu', 'mewujudkan', 'ng']",padahal yang kubutuhkan cuma realitas hidup indahku bersamanya kira kira vr quest pro ini bisa bantu mewujudkan ng,padahal yang kubutuhkan cuma realitas hidup indahku bersamanya kira kira vr quest pro ini bisa bantu mewujudkan ng,padahal butuh cuma realitas hidup indah sama kira kira vr quest pro bisa bantu wujud ng
33,33,"Impian Nanda untuk bertanding sepak bola dengan kawannya, Revano sirna. Semua itu harus pupus karena satu hal: Peri… https://t.co/HJmUfvh161",0,impian nanda untuk bertanding sepak bola dengan kawannya revano sirna semua itu harus pupus karena satu hal peri,"['impian', 'nanda', 'untuk', 'bertanding', 'sepak', 'bola', 'dengan', 'kawannya', 'revano', 'sirna', 'semua', 'itu', 'harus', 'pupus', 'karena', 'satu', 'hal', 'peri']","['impian', 'nanda', 'untuk', 'bertanding', 'sepak', 'bola', 'dengan', 'kawannya', 'revano', 'sirna', 'semua', 'itu', 'harus', 'pupus', 'karena', 'satu', 'hal', 'peri']",impian nanda untuk bertanding sepak bola dengan kawannya revano sirna semua itu harus pupus karena satu hal peri,impian nanda untuk bertanding sepak bola dengan kawannya revano sirna semua itu harus pupus karena satu hal peri,impi nanda tanding sepak bola kawan revano sirna semua harus pupus satu peri
34,34,"Selain itu, lokasi kantor Satlantas Polres Bintan dengan pemukiman masyarakat lumayan jauh.

Nantinya, pemohon SIM… https://t.co/d1EI2ZpaXJ",0,selain itu lokasi kantor satlantas polres bintan dengan pemukiman masyarakat lumayan jauh nantinya pemohon sim,"['selain', 'itu', 'lokasi', 'kantor', 'satlantas', 'polres', 'bintan', 'dengan', 'pemukiman', 'masyarakat', 'lumayan', 'jauh', 'nantinya', 'pemohon', 'sim']","['selain', 'itu', 'lokasi', 'kantor', 'satlantas', 'polres', 'bintan', 'dengan', 'pemukiman', 'masyarakat', 'lumayan', 'jauh', 'nantinya', 'pemohon', 'sim']",selain itu lokasi kantor satlantas polres bintan dengan pemukiman masyarakat lumayan jauh nantinya pemohon sim,selain itu lokasi kantor satlantas polres bintan dengan pemukiman masyarakat lumayan jauh nantinya pemohon sim,itu lokasi kantor satlantas polres bintan mukim masyarakat lumayan jauh nanti mohon sim
35,35,"“Nanti kita akan jemput menggunakan bus,” jelas Kasat Lantas Polres Bintan AKP Khapandi.

Layanan antar jemput peng… https://t.co/F41AN6JucP",0,nanti kita akan jemput menggunakan bus jelas kasat lantas polres bintan akp khapandi layanan antar jemput peng,"['nanti', 'kita', 'akan', 'jemput', 'menggunakan', 'bus', 'jelas', 'kasat', 'lantas', 'polres', 'bintan', 'akp', 'khapandi', 'layanan', 'antar', 'jemput', 'peng']","['nanti', 'kita', 'akan', 'jemput', 'menggunakan', 'bus', 'jelas', 'kasat', 'lantas', 'polres', 'bintan', 'akp', 'khapandi', 'layanan', 'antar', 'jemput', 'peng']",nanti kita akan jemput menggunakan bus jelas kasat lantas polres bintan akp khapandi layanan antar jemput peng,nanti kita akan jemput menggunakan bus jelas kasat lantas polres bintan akp khapandi layanan antar jemput peng,kita jemput guna bus jelas kasat lantas polres bintan akp khapandi layan antar jemput peng
36,36,Satlantas Polres Bintan membuat pelayanan baru berupa antar-jemput untuk masyarakat yang hendak melakukan pengurusa… https://t.co/SntsKZ8iAy,0,satlantas polres bintan membuat pelayanan baru berupa antar jemput untuk masyarakat yang hendak melakukan pengurusa,"['satlantas', 'polres', 'bintan', 'membuat', 'pelayanan', 'baru', 'berupa', 'antar', 'jemput', 'untuk', 'masyarakat', 'yang', 'hendak', 'melakukan', 'pengurusa']","['satlantas', 'polres', 'bintan', 'membuat', 'pelayanan', 'baru', 'berupa', 'antar', 'jemput', 'untuk', 'masyarakat', 'yang', 'hendak', 'melakukan', 'pengurusa']",satlantas polres bintan membuat pelayanan baru berupa antar jemput untuk masyarakat yang hendak melakukan pengurusa,satlantas polres bintan membuat pelayanan baru berupa antar jemput untuk masyarakat yang hendak melakukan pengurusa,satlantas polres bintan buat layan baru upa antar jemput masyarakat hendak laku pengurusa
37,37,"Tapi kalo dibayangin agak serem keknya yha🙈

| Narasi Daily https://t.co/CQjC6SDIrU",0,tapi kalo dibayangin agak serem keknya yha narasi daily,"['tapi', 'kalo', 'dibayangin', 'agak', 'serem', 'keknya', 'yha', 'narasi', 'daily']","['tapi', 'kalo', 'dibayangin', 'agak', 'serem', 'keknya', 'yha', 'narasi', 'daily']",tapi kalo dibayangin agak serem keknya yha narasi daily,tapi kalo dibayangin agak serem keknya yha narasi daily,kalo dibayangin rem kek yha narasi daily
38,38,"Kalau di sini polisinya patroli pakai tuktuk gimana ya, gengs? 🤔

| Narasi Daily https://t.co/HXiBi1tg6L",0,kalau di sini polisinya patroli pakai tuktuk gimana ya gengs narasi daily,"['kalau', 'di', 'sini', 'polisinya', 'patroli', 'pakai', 'tuktuk', 'gimana', 'ya', 'gengs', 'narasi', 'daily']","['kalau', 'di', 'sini', 'polisinya', 'patroli', 'pakai', 'tuktuk', 'gimana', 'ya', 'gengs', 'narasi', 'daily']",kalau di sini polisinya patroli pakai tuktuk gimana ya gengs narasi daily,kalau di sini polisinya patroli pakai tuktuk gimana ya gengs narasi daily,kalau sini polisi patroli pakai tuktuk gimana gengs narasi daily
39,39,Survei juga bilang polisi dan penyelenggara liga yang paling bertanggung jawab atas tragedi Kanjuruhan. Mau ngeles… https://t.co/2Gvq14ulS6,0,survei juga bilang polisi dan penyelenggara liga yang paling bertanggung jawab atas tragedi kanjuruhan mau ngeles,"['survei', 'juga', 'bilang', 'polisi', 'dan', 'penyelenggara', 'liga', 'yang', 'paling', 'bertanggung', 'jawab', 'atas', 'tragedi', 'kanjuruhan', 'mau', 'ngeles']","['survei', 'juga', 'bilang', 'polisi', 'dan', 'penyelenggara', 'liga', 'yang', 'paling', 'bertanggung', 'jawab', 'atas', 'tragedi', 'kanjuruhan', 'mau', 'ngeles']",survei juga bilang polisi dan penyelenggara liga yang paling bertanggung jawab atas tragedi kanjuruhan mau ngeles,survei juga bilang polisi dan penyelenggara liga yang paling bertanggung jawab atas tragedi kanjuruhan mau ngeles,survei bilang polisi selenggara liga paling tanggung jawab atas tragedi kanjuruhan mau ngeles
40,40,"Salah satu tersangka, AKP Irfan widyanto menutup sidang obstruction of justice Rabu (19/10). Pihaknya bakal membawa… https://t.co/u5rV003mWp",0,salah satu tersangka akp irfan widyanto menutup sidang obstruction of justice rabu   pihaknya bakal membawa,"['salah', 'satu', 'tersangka', 'akp', 'irfan', 'widyanto', 'menutup', 'sidang', 'obstruction', 'of', 'justice', 'rabu', 'pihaknya', 'bakal', 'membawa']","['salah', 'satu', 'tersangka', 'akp', 'irfan', 'widyanto', 'menutup', 'sidang', 'obstruction', 'of', 'justice', 'rabu', 'pihaknya', 'bakal', 'membawa']",salah satu tersangka akp irfan widyanto menutup sidang obstruction of justice rabu pihaknya bakal membawa,salah satu tersangka akp irfan widyanto menutup sidang obstruction of justice rabu pihaknya bakal membawa,salah satu sangka akp irfan widyanto tutup sidang obstruction of justice rabu pihak bakal bawa
41,41,"Jumlah korban gagal ginjal akut yang menyerang balita makin mengkhawatirkan.

Ada tiga zat berbahaya dalam obat sir… https://t.co/AoYQYqPnu4",0,jumlah korban gagal ginjal akut yang menyerang balita makin mengkhawatirkan ada tiga zat berbahaya dalam obat sir,"['jumlah', 'korban', 'gagal', 'ginjal', 'akut', 'yang', 'menyerang', 'balita', 'makin', 'mengkhawatirkan', 'ada', 'tiga', 'zat', 'berbahaya', 'dalam', 'obat', 'sir']","['jumlah', 'korban', 'gagal', 'ginjal', 'akut', 'yang', 'menyerang', 'balita', 'makin', 'mengkhawatirkan', 'ada', 'tiga', 'zat', 'berbahaya', 'dalam', 'obat', 'sir']",jumlah korban gagal ginjal akut yang menyerang balita makin mengkhawatirkan ada tiga zat berbahaya dalam obat sir,jumlah korban gagal ginjal akut yang menyerang balita makin mengkhawatirkan ada tiga zat berbahaya dalam obat sir,jumlah korban gagal ginjal akut serang balita makin khawatir tiga zat bahaya obat sir
42,42,"Serem banget drone ‘Kamikaze’ Rusia, sekali mengunci target bakal sulit lepas 😮 

| Tech It Easy https://t.co/rTx3LrbvZj",0,serem banget drone kamikaze rusia sekali mengunci target bakal sulit lepas tech it easy,"['serem', 'banget', 'drone', 'kamikaze', 'rusia', 'sekali', 'mengunci', 'target', 'bakal', 'sulit', 'lepas', 'tech', 'it', 'easy']","['serem', 'banget', 'drone', 'kamikaze', 'rusia', 'sekali', 'mengunci', 'target', 'bakal', 'sulit', 'lepas', 'tech', 'it', 'easy']",serem banget drone kamikaze rusia sekali mengunci target bakal sulit lepas tech it easy,serem banget drone kamikaze rusia sekali mengunci target bakal sulit lepas tech it easy,rem banget drone kamikaze rusia sekali kunci target bakal sulit lepas tech it easy
43,43,Aturan ini diprotes banyak pihak karena dinilai mengekang kebebasan berekspresi. Ada juga kekhawatiran soal impleme… https://t.co/ugLGfhEsHT,0,aturan ini diprotes banyak pihak karena dinilai mengekang kebebasan berekspresi ada juga kekhawatiran soal impleme,"['aturan', 'ini', 'diprotes', 'banyak', 'pihak', 'karena', 'dinilai', 'mengekang', 'kebebasan', 'berekspresi', 'ada', 'juga', 'kekhawatiran', 'soal', 'impleme']","['aturan', 'ini', 'diprotes', 'banyak', 'pihak', 'karena', 'dinilai', 'mengekang', 'kebebasan', 'berekspresi', 'ada', 'juga', 'kekhawatiran', 'soal', 'impleme']",aturan ini diprotes banyak pihak karena dinilai mengekang kebebasan berekspresi ada juga kekhawatiran soal impleme,aturan ini diprotes banyak pihak karena dinilai mengekang kebebasan berekspresi ada juga kekhawatiran soal impleme,atur protes banyak pihak nilai ekang bebas ekspres juga khawatir soal impleme
44,44,Kemenkes melaporkan total kumulatif kasus gangguan ginjal akut progresif atipikal di Indonesia mencapai 206 orang.… https://t.co/FG8fcRGWdu,0,kemenkes melaporkan total kumulatif kasus gangguan ginjal akut progresif atipikal di indonesia mencapai   orang,"['kemenkes', 'melaporkan', 'total', 'kumulatif', 'kasus', 'gangguan', 'ginjal', 'akut', 'progresif', 'atipikal', 'di', 'indonesia', 'mencapai', 'orang']","['kemenkes', 'melaporkan', 'total', 'kumulatif', 'kasus', 'gangguan', 'ginjal', 'akut', 'progresif', 'atipikal', 'di', 'indonesia', 'mencapai', 'orang']",kemenkes melaporkan total kumulatif kasus gangguan ginjal akut progresif atipikal di indonesia mencapai orang,kemenkes melaporkan total kumulatif kasus gangguan ginjal akut progresif atipikal di indonesia mencapai orang,kemenkes lapor total kumulatif kasus ganggu ginjal akut progresif atipikal indonesia capai orang
45,45,"Australia tadinya mengakui Yerusalem sebagai ibu kota Israel, sekarang balik mengakui kalau ibu kota Israel itu Tel… https://t.co/poRVeYm0L9",1,australia tadinya mengakui yerusalem sebagai ibu kota israel sekarang balik mengakui kalau ibu kota israel itu tel,"['australia', 'tadinya', 'mengakui', 'yerusalem', 'sebagai', 'ibu', 'kota', 'israel', 'sekarang', 'balik', 'mengakui', 'kalau', 'ibu', 'kota', 'israel', 'itu', 'tel']","['australia', 'tadinya', 'mengakui', 'yerusalem', 'sebagai', 'ibu', 'kota', 'israel', 'sekarang', 'balik', 'mengakui', 'kalau', 'ibu', 'kota', 'israel', 'itu', 'tel']",australia tadinya mengakui yerusalem sebagai ibu kota israel sekarang balik mengakui kalau ibu kota israel itu tel,australia tadinya mengakui yerusalem sebagai ibu kota israel sekarang balik mengakui kalau ibu kota israel itu tel,australia tadi aku yerusalem ibu kota israel sekarang balik aku kalau ibu kota israel tel
46,46,"Masih ada aja ya guru aniaya murid di sekolah, padahal harusnya tuh tahu kalo itu melanggar hukum. 🤦🏼

| Narasi Dai… https://t.co/BbkmDkB3Om",0,masih ada aja ya guru aniaya murid di sekolah padahal harusnya tuh tahu kalo itu melanggar hukum narasi dai,"['masih', 'ada', 'aja', 'ya', 'guru', 'aniaya', 'murid', 'di', 'sekolah', 'padahal', 'harusnya', 'tuh', 'tahu', 'kalo', 'itu', 'melanggar', 'hukum', 'narasi', 'dai']","['masih', 'ada', 'aja', 'ya', 'guru', 'aniaya', 'murid', 'di', 'sekolah', 'padahal', 'harusnya', 'tuh', 'tahu', 'kalo', 'itu', 'melanggar', 'hukum', 'narasi', 'dai']",masih ada aja ya guru aniaya murid di sekolah padahal harusnya tuh tahu kalo itu melanggar hukum narasi dai,masih ada aja ya guru aniaya murid di sekolah padahal harusnya tuh tahu kalo itu melanggar hukum narasi dai,ada aja guru aniaya murid sekolah padahal harus tuh tahu kalo langgar hukum narasi dai
47,47,"Ferdy Sambo menegaskan “pastikan semua sudah bersih”. 

Ckckck semudah itu memusnahkan barang bukti 😟
https://t.co/XG033FgsRW",1,ferdy sambo menegaskan pastikan semua sudah bersih ckckck semudah itu memusnahkan barang bukti,"['ferdy', 'sambo', 'menegaskan', 'pastikan', 'semua', 'sudah', 'bersih', 'ckckck', 'semudah', 'itu', 'memusnahkan', 'barang', 'bukti']","['ferdy', 'sambo', 'menegaskan', 'pastikan', 'semua', 'sudah', 'bersih', 'ckckck', 'semudah', 'itu', 'memusnahkan', 'barang', 'bukti']",ferdy sambo menegaskan pastikan semua sudah bersih ckckck semudah itu memusnahkan barang bukti,ferdy sambo menegaskan pastikan semua sudah bersih ckckck semudah itu memusnahkan barang bukti,ferdy sambo tegas pasti semua bersih ckckck mudah musnah barang bukti
48,48,"Segitu banyak video yang beredar di media sosial kurang ya? 🙄
 
Tonton #NarasiPagi di https://t.co/rZFjt9WZDr | Nar… https://t.co/bdHvyHQrzr",0,segitu banyak video yang beredar di media sosial kurang ya tonton di nar,"['segitu', 'banyak', 'video', 'yang', 'beredar', 'di', 'media', 'sosial', 'kurang', 'ya', 'tonton', 'di', 'nar']","['segitu', 'banyak', 'video', 'yang', 'beredar', 'di', 'media', 'sosial', 'kurang', 'ya', 'tonton', 'di', 'nar']",segitu banyak video yang beredar di media sosial kurang ya tonton di nar,segitu banyak video yang beredar di media sosial kurang ya tonton di nar,segitu banyak video edar media sosial kurang tonton nar
49,49,Padahal banyak banget rekaman video di media sosial yang nunjukkin beberapa tembakan gas air mata diarahkan ke trib… https://t.co/3gbb6pGxWJ,0,padahal banyak banget rekaman video di media sosial yang nunjukkin beberapa tembakan gas air mata diarahkan ke trib,"['padahal', 'banyak', 'banget', 'rekaman', 'video', 'di', 'media', 'sosial', 'yang', 'nunjukkin', 'beberapa', 'tembakan', 'gas', 'air', 'mata', 'diarahkan', 'ke', 'trib']","['padahal', 'banyak', 'banget', 'rekaman', 'video', 'di', 'media', 'sosial', 'yang', 'nunjukkin', 'beberapa', 'tembakan', 'gas', 'air', 'mata', 'diarahkan', 'ke', 'trib']",padahal banyak banget rekaman video di media sosial yang nunjukkin beberapa tembakan gas air mata diarahkan ke trib,padahal banyak banget rekaman video di media sosial yang nunjukkin beberapa tembakan gas air mata diarahkan ke trib,padahal banyak banget rekam video media sosial nunjukkin beberapa tembak gas air mata arah trib
50,50,"Dalam surat dakwaan, amplop berisi uang Rp1 miliar itu udah dikasih ke Bharada Eliezer tapi akhirnya diambil lagi o… https://t.co/2bYMS4o65b",1,dalam surat dakwaan amplop berisi uang rp miliar itu udah dikasih ke bharada eliezer tapi akhirnya diambil lagi,"['dalam', 'surat', 'dakwaan', 'amplop', 'berisi', 'uang', 'rp', 'miliar', 'itu', 'udah', 'dikasih', 'ke', 'bharada', 'eliezer', 'tapi', 'akhirnya', 'diambil', 'lagi']","['dalam', 'surat', 'dakwaan', 'amplop', 'berisi', 'uang', 'rp', 'miliar', 'itu', 'udah', 'dikasih', 'ke', 'bharada', 'eliezer', 'tapi', 'akhirnya', 'diambil', 'lagi']",dalam surat dakwaan amplop berisi uang rp miliar itu udah dikasih ke bharada eliezer tapi akhirnya diambil lagi,dalam surat dakwaan amplop berisi uang rp miliar itu udah dikasih ke bharada eliezer tapi akhirnya diambil lagi,surat dakwa amplop isi uang rp miliar udah kasih bharada eliezer akhir ambil
51,51,"Dalam sidang obstruction of justice hari ini, pengacara dari Hendra Kurniawan juga tak mengajukan eksepsi atas dakw… https://t.co/F0ucQD2fMs",1,dalam sidang obstruction of justice hari ini pengacara dari hendra kurniawan juga tak mengajukan eksepsi atas dakw,"['dalam', 'sidang', 'obstruction', 'of', 'justice', 'hari', 'ini', 'pengacara', 'dari', 'hendra', 'kurniawan', 'juga', 'tak', 'mengajukan', 'eksepsi', 'atas', 'dakw']","['dalam', 'sidang', 'obstruction', 'of', 'justice', 'hari', 'ini', 'pengacara', 'dari', 'hendra', 'kurniawan', 'juga', 'tak', 'mengajukan', 'eksepsi', 'atas', 'dakw']",dalam sidang obstruction of justice hari ini pengacara dari hendra kurniawan juga tak mengajukan eksepsi atas dakw,dalam sidang obstruction of justice hari ini pengacara dari hendra kurniawan juga tak mengajukan eksepsi atas dakw,sidang obstruction of justice hari acara hendra kurniawan tak aju eksepsi atas dakw
52,52,"Api baru padam sekitar pukul 18.00 WIB dan dalam proses pendinginan. Dalam kebakaran ini, sejumlah 21 unit mobil pe… https://t.co/UIpmCEgyGI",0,api baru padam sekitar pukul     wib dan dalam proses pendinginan dalam kebakaran ini sejumlah   unit mobil pe,"['api', 'baru', 'padam', 'sekitar', 'pukul', 'wib', 'dan', 'dalam', 'proses', 'pendinginan', 'dalam', 'kebakaran', 'ini', 'sejumlah', 'unit', 'mobil', 'pe']","['api', 'baru', 'padam', 'sekitar', 'pukul', 'wib', 'dan', 'dalam', 'proses', 'pendinginan', 'dalam', 'kebakaran', 'ini', 'sejumlah', 'unit', 'mobil', 'pe']",api baru padam sekitar pukul wib dan dalam proses pendinginan dalam kebakaran ini sejumlah unit mobil pe,api baru padam sekitar pukul wib dan dalam proses pendinginan dalam kebakaran ini sejumlah unit mobil pe,api baru padam pukul wib proses dingin dalam bakar jumlah unit mobil pe
53,53,Kebakaran ini bermula ketika pekerja bangunan merenovasi kubah masjid. Pekerja bangunan melelehkan membran water-pr… https://t.co/ujwSOwkgiS,0,kebakaran ini bermula ketika pekerja bangunan merenovasi kubah masjid pekerja bangunan melelehkan membran water pr,"['kebakaran', 'ini', 'bermula', 'ketika', 'pekerja', 'bangunan', 'merenovasi', 'kubah', 'masjid', 'pekerja', 'bangunan', 'melelehkan', 'membran', 'water', 'pr']","['kebakaran', 'ini', 'bermula', 'ketika', 'pekerja', 'bangunan', 'merenovasi', 'kubah', 'masjid', 'pekerja', 'bangunan', 'melelehkan', 'membran', 'water', 'pr']",kebakaran ini bermula ketika pekerja bangunan merenovasi kubah masjid pekerja bangunan melelehkan membran water pr,kebakaran ini bermula ketika pekerja bangunan merenovasi kubah masjid pekerja bangunan melelehkan membran water pr,bakar mula kerja bangun renovasi kubah masjid kerja bangun leleh membran water pr
54,54,"Kubah Masjid Jakarta Islamic Center, Koja, Jakarta Utara hangus terbakar pada Rabu (19/10/2022). Kobaran api mulai… https://t.co/FwS1LEjld0",0,kubah masjid jakarta islamic center koja jakarta utara hangus terbakar pada rabu   kobaran api mulai,"['kubah', 'masjid', 'jakarta', 'islamic', 'center', 'koja', 'jakarta', 'utara', 'hangus', 'terbakar', 'pada', 'rabu', 'kobaran', 'api', 'mulai']","['kubah', 'masjid', 'jakarta', 'islamic', 'center', 'koja', 'jakarta', 'utara', 'hangus', 'terbakar', 'pada', 'rabu', 'kobaran', 'api', 'mulai']",kubah masjid jakarta islamic center koja jakarta utara hangus terbakar pada rabu kobaran api mulai,kubah masjid jakarta islamic center koja jakarta utara hangus terbakar pada rabu kobaran api mulai,kubah masjid jakarta islamic center koja jakarta utara hangus bakar rabu kobar api mulai
55,55,"Gimana nih menurutmu? Bakal efektif enggak penggunaan drone untuk tilang? 

Reply dong di bawah 👇

| Tech It Easy https://t.co/oZzAMGMW6d",0,gimana nih menurutmu bakal efektif enggak penggunaan drone untuk tilang reply dong di bawah tech it easy,"['gimana', 'nih', 'menurutmu', 'bakal', 'efektif', 'enggak', 'penggunaan', 'drone', 'untuk', 'tilang', 'reply', 'dong', 'di', 'bawah', 'tech', 'it', 'easy']","['gimana', 'nih', 'menurutmu', 'bakal', 'efektif', 'enggak', 'penggunaan', 'drone', 'untuk', 'tilang', 'reply', 'dong', 'di', 'bawah', 'tech', 'it', 'easy']",gimana nih menurutmu bakal efektif enggak penggunaan drone untuk tilang reply dong di bawah tech it easy,gimana nih menurutmu bakal efektif enggak penggunaan drone untuk tilang reply dong di bawah tech it easy,gimana nih turut bakal efektif enggak guna drone tilang reply dong bawah tech it easy
56,56,Pesawat tempur Rusia yang lagi latihan terbang jatuh dan terbakar di daerah pemukiman. Kobaran apinya besar banget… https://t.co/a6459D5c1o,0,pesawat tempur rusia yang lagi latihan terbang jatuh dan terbakar di daerah pemukiman kobaran apinya besar banget,"['pesawat', 'tempur', 'rusia', 'yang', 'lagi', 'latihan', 'terbang', 'jatuh', 'dan', 'terbakar', 'di', 'daerah', 'pemukiman', 'kobaran', 'apinya', 'besar', 'banget']","['pesawat', 'tempur', 'rusia', 'yang', 'lagi', 'latihan', 'terbang', 'jatuh', 'dan', 'terbakar', 'di', 'daerah', 'pemukiman', 'kobaran', 'apinya', 'besar', 'banget']",pesawat tempur rusia yang lagi latihan terbang jatuh dan terbakar di daerah pemukiman kobaran apinya besar banget,pesawat tempur rusia yang lagi latihan terbang jatuh dan terbakar di daerah pemukiman kobaran apinya besar banget,pesawat tempur rusia lagi latih terbang jatuh bakar daerah mukim kobar api besar banget
57,57,"Semoga makin gencar deh transisi ke energi terbarukan, apalagi buat memenuhi kebutuhan listrik lokal.

Menurutmu gi… https://t.co/tdNeoq5PDR",0,semoga makin gencar deh transisi ke energi terbarukan apalagi buat memenuhi kebutuhan listrik lokal menurutmu gi,"['semoga', 'makin', 'gencar', 'deh', 'transisi', 'ke', 'energi', 'terbarukan', 'apalagi', 'buat', 'memenuhi', 'kebutuhan', 'listrik', 'lokal', 'menurutmu', 'gi']","['semoga', 'makin', 'gencar', 'deh', 'transisi', 'ke', 'energi', 'terbarukan', 'apalagi', 'buat', 'memenuhi', 'kebutuhan', 'listrik', 'lokal', 'menurutmu', 'gi']",semoga makin gencar deh transisi ke energi terbarukan apalagi buat memenuhi kebutuhan listrik lokal menurutmu gi,semoga makin gencar deh transisi ke energi terbarukan apalagi buat memenuhi kebutuhan listrik lokal menurutmu gi,moga makin gencar deh transisi energi baru buat penuh butuh listrik lokal turut gi
58,58,"Polda Jawa Timur bilang autopsi korban Kanjuruhan batal karena keluarga tidak berekenan. 

https://t.co/JMyKN9bVGT",0,polda jawa timur bilang autopsi korban kanjuruhan batal karena keluarga tidak berekenan,"['polda', 'jawa', 'timur', 'bilang', 'autopsi', 'korban', 'kanjuruhan', 'batal', 'karena', 'keluarga', 'tidak', 'berekenan']","['polda', 'jawa', 'timur', 'bilang', 'autopsi', 'korban', 'kanjuruhan', 'batal', 'karena', 'keluarga', 'tidak', 'berekenan']",polda jawa timur bilang autopsi korban kanjuruhan batal karena keluarga tidak berekenan,polda jawa timur bilang autopsi korban kanjuruhan batal karena keluarga tidak berekenan,polda jawa timur bilang autopsi korban kanjuruhan batal keluarga reken
59,59,"Selain di Jabodetabek, banjir dan longsor di Bali juga memakan korban saking parahnya 😭😭

Banjir di mana-mana 😢 | N… https://t.co/dORuiAB7kp",0,selain di jabodetabek banjir dan longsor di bali juga memakan korban saking parahnya banjir di mana mana,"['selain', 'di', 'jabodetabek', 'banjir', 'dan', 'longsor', 'di', 'bali', 'juga', 'memakan', 'korban', 'saking', 'parahnya', 'banjir', 'di', 'mana', 'mana']","['selain', 'di', 'jabodetabek', 'banjir', 'dan', 'longsor', 'di', 'bali', 'juga', 'memakan', 'korban', 'saking', 'parahnya', 'banjir', 'di', 'mana', 'mana']",selain di jabodetabek banjir dan longsor di bali juga memakan korban saking parahnya banjir di mana mana,selain di jabodetabek banjir dan longsor di bali juga memakan korban saking parahnya banjir di mana mana,jabodetabek banjir longsor bal makan korban saking parah banjir di mana mana
60,60,"Lindungi korban ❌
Lindungi tersangka ✅

https://t.co/zrbQxKB3Pi",1,lindungi korban lindungi tersangka,"['lindungi', 'korban', 'lindungi', 'tersangka']","['lindungi', 'korban', 'lindungi', 'tersangka']",lindungi korban lindungi tersangka,lindungi korban lindungi tersangka,lindung korban lindung sangka
61,61,"Pihak Bechi bilang, tuntutan 16 tahun penjara itu hal yang sadis dan enggak sesuai sama fakta sidang. 

| Narasi Da… https://t.co/6U8gA4KLYe",1,pihak bechi bilang tuntutan   tahun penjara itu hal yang sadis dan enggak sesuai sama fakta sidang narasi da,"['pihak', 'bechi', 'bilang', 'tuntutan', 'tahun', 'penjara', 'itu', 'hal', 'yang', 'sadis', 'dan', 'enggak', 'sesuai', 'sama', 'fakta', 'sidang', 'narasi', 'da']","['pihak', 'bechi', 'bilang', 'tuntutan', 'tahun', 'penjara', 'itu', 'hal', 'yang', 'sadis', 'dan', 'enggak', 'sesuai', 'sama', 'fakta', 'sidang', 'narasi', 'da']",pihak bechi bilang tuntutan tahun penjara itu hal yang sadis dan enggak sesuai sama fakta sidang narasi da,pihak bechi bilang tuntutan tahun penjara itu hal yang sadis dan enggak sesuai sama fakta sidang narasi da,pihak bechi bilang tuntut tahun penjara hal sadis enggak sesuai sama fakta sidang narasi da
